CCAA;Tipo de jornada;Tiempo de trabajo;Periodo;Total
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2005T4;74,7
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2005T3;74,2
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2005T2;77,3
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2005T1;73,1
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2004T4;72,7
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2004T3;72,8
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2004T2;73,9
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2004T1;73,7
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2003T4;74,1
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2003T3;71,7
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2003T2;73,2
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2003T1;75,8
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2002T4;75,1
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2002T3;72,6
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2002T2;78,7
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2002T1;76,8
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2001T4;74
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2001T3;71,3
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2001T2;74,8
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2001T1;77
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2000T4;73,2
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2000T3;68,5
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2000T2;74,3
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2000T1;76,3
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2007T4;12,6
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2007T3;16,7
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2007T2;9,9
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2007T1;7,5
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2006T4;12,1
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2006T3;15
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2006T2;9,8
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2006T1;7,2
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2005T4;11
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2005T3;14,6
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2005T2;7
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2005T1;9,2
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2004T4;10,7
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2004T3;13,3
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2004T2;8,2
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2004T1;7,5
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2003T4;9
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2003T3;14,4
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2003T2;9
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2003T1;7,3
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2002T4;10,1
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2002T3;14,6
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2002T2;6,6
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2002T1;8,2
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2001T4;9,7
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2001T3;13,9
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2001T2;8,1
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2001T1;5,6
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2000T4;9,1
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2000T3;14,8
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2000T2;7,3
Total Nacional;Jornada a tiempo parcial;Horas no trabajadas;2000T1;4,6
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2007T4;0,2
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2007T3;0,2
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2007T2;0,2
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2007T1;0,4
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2006T4;0,3
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2006T3;0,2
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2006T2;0,2
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2006T1;0,3
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2005T4;0,3
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2005T3;0,2
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2005T2;0,2
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2005T1;0,3
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2004T4;0,3
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2004T3;0,2
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2004T2;0,2
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2004T1;0,2
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2003T4;0,3
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2003T3;0,2
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2003T2;0,2
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2003T1;0,2
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2002T4;0,3
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2002T3;0,2
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2002T2;0,2
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2002T1;0,2
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2001T4;0,1
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2001T3;0,1
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2001T2;0,1
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2001T1;0,1
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2000T4;0,1
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2000T3;0,1
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2000T2;0,1
Total Nacional;Jornada a tiempo parcial;Horas extras por trabajador;2000T1;0,1
01 Andalucía;Ambas jornadas;Horas pactadas;2007T4;154
01 Andalucía;Ambas jornadas;Horas pactadas;2007T3;154,8
01 Andalucía;Ambas jornadas;Horas pactadas;2007T2;153,3
01 Andalucía;Ambas jornadas;Horas pactadas;2007T1;154,1
01 Andalucía;Ambas jornadas;Horas pactadas;2006T4;154,2
01 Andalucía;Ambas jornadas;Horas pactadas;2006T3;155
01 Andalucía;Ambas jornadas;Horas pactadas;2006T2;154,8
01 Andalucía;Ambas jornadas;Horas pactadas;2006T1;154,5
01 Andalucía;Ambas jornadas;Horas pactadas;2005T4;154,4
01 Andalucía;Ambas jornadas;Horas pactadas;2005T3;155,5
01 Andalucía;Ambas jornadas;Horas pactadas;2005T2;154,6
01 Andalucía;Ambas jornadas;Horas pactadas;2005T1;153,5
01 Andalucía;Ambas jornadas;Horas pactadas;2004T4;154,8
01 Andalucía;Ambas jornadas;Horas pactadas;2004T3;155,8
01 Andalucía;Ambas jornadas;Horas pactadas;2004T2;153,5
01 Andalucía;Ambas jornadas;Horas pactadas;2004T1;154,3
01 Andalucía;Ambas jornadas;Horas pactadas;2003T4;154,8
01 Andalucía;Ambas jornadas;Horas pactadas;2003T3;155,7
01 Andalucía;Ambas jornadas;Horas pactadas;2003T2;154,9
01 Andalucía;Ambas jornadas;Horas pactadas;2003T1;156,1
01 Andalucía;Ambas jornadas;Horas pactadas;2002T4;156,4
01 Andalucía;Ambas jornadas;Horas pactadas;2002T3;156,5
01 Andalucía;Ambas jornadas;Horas pactadas;2002T2;155,8
01 Andalucía;Ambas jornadas;Horas pactadas;2002T1;156,6
01 Andalucía;Ambas jornadas;Horas pactadas;2001T4;157,2
01 Andalucía;Ambas jornadas;Horas pactadas;2001T3;157,1
01 Andalucía;Ambas jornadas;Horas pactadas;2001T2;156,2
01 Andalucía;Ambas jornadas;Horas pactadas;2001T1;156,9
01 Andalucía;Ambas jornadas;Horas pactadas;2000T4;156,6
01 Andalucía;Ambas jornadas;Horas pactadas;2000T3;157,3
01 Andalucía;Ambas jornadas;Horas pactadas;2000T2;155,6
01 Andalucía;Ambas jornadas;Horas pactadas;2000T1;156,2
01 Andalucía;Ambas jornadas;Horas pagadas;2007T4;154,5
01 Andalucía;Ambas jornadas;Horas pagadas;2007T3;155,3
01 Andalucía;Ambas jornadas;Horas pagadas;2007T2;153,4
01 Andalucía;Ambas jornadas;Horas pagadas;2007T1;154,5
01 Andalucía;Ambas jornadas;Horas pagadas;2006T4;154,6
01 Andalucía;Ambas jornadas;Horas pagadas;2006T3;155,4
01 Andalucía;Ambas jornadas;Horas pagadas;2006T2;155,1
01 Andalucía;Ambas jornadas;Horas pagadas;2006T1;154,8
01 Andalucía;Ambas jornadas;Horas pagadas;2005T4;154,8
01 Andalucía;Ambas jornadas;Horas pagadas;2005T3;155,9
01 Andalucía;Ambas jornadas;Horas pagadas;2005T2;154,9
01 Andalucía;Ambas jornadas;Horas pagadas;2005T1;153,8
01 Andalucía;Ambas jornadas;Horas pagadas;2004T4;155,2
01 Andalucía;Ambas jornadas;Horas pagadas;2004T3;156,4
01 Andalucía;Ambas jornadas;Horas pagadas;2004T2;153,9
01 Andalucía;Ambas jornadas;Horas pagadas;2004T1;154,6
01 Andalucía;Ambas jornadas;Horas pagadas;2003T4;155,2
01 Andalucía;Ambas jornadas;Horas pagadas;2003T3;156,2
01 Andalucía;Ambas jornadas;Horas pagadas;2003T2;155,2
01 Andalucía;Ambas jornadas;Horas pagadas;2003T1;156,6
01 Andalucía;Ambas jornadas;Horas pagadas;2002T4;156,8
01 Andalucía;Ambas jornadas;Horas pagadas;2002T3;156,9
01 Andalucía;Ambas jornadas;Horas pagadas;2002T2;155,8
01 Andalucía;Ambas jornadas;Horas pagadas;2002T1;157,1
01 Andalucía;Ambas jornadas;Horas pagadas;2001T4;157,6
01 Andalucía;Ambas jornadas;Horas pagadas;2001T3;157,4
01 Andalucía;Ambas jornadas;Horas pagadas;2001T2;156,5
01 Andalucía;Ambas jornadas;Horas pagadas;2001T1;156,9
01 Andalucía;Ambas jornadas;Horas pagadas;2000T4;157
01 Andalucía;Ambas jornadas;Horas pagadas;2000T3;157,5
01 Andalucía;Ambas jornadas;Horas pagadas;2000T2;155,9
01 Andalucía;Ambas jornadas;Horas pagadas;2000T1;156,4
01 Andalucía;Ambas jornadas;Horas efectivas;2007T4;132,1
01 Andalucía;Ambas jornadas;Horas efectivas;2007T3;128,4
01 Andalucía;Ambas jornadas;Horas efectivas;2007T2;137,3
01 Andalucía;Ambas jornadas;Horas efectivas;2007T1;140,1
01 Andalucía;Ambas jornadas;Horas efectivas;2006T4;132,5
01 Andalucía;Ambas jornadas;Horas efectivas;2006T3;129,1
01 Andalucía;Ambas jornadas;Horas efectivas;2006T2;138,7
01 Andalucía;Ambas jornadas;Horas efectivas;2006T1;139,2
01 Andalucía;Ambas jornadas;Horas efectivas;2005T4;134,8
01 Andalucía;Ambas jornadas;Horas efectivas;2005T3;131,6
01 Andalucía;Ambas jornadas;Horas efectivas;2005T2;142,7
01 Andalucía;Ambas jornadas;Horas efectivas;2005T1;135,7
01 Andalucía;Ambas jornadas;Horas efectivas;2004T4;135,1
01 Andalucía;Ambas jornadas;Horas efectivas;2004T3;131,5
01 Andalucía;Ambas jornadas;Horas efectivas;2004T2;139,5
01 Andalucía;Ambas jornadas;Horas efectivas;2004T1;141,2
01 Andalucía;Ambas jornadas;Horas efectivas;2003T4;138
01 Andalucía;Ambas jornadas;Horas efectivas;2003T3;130,7
01 Andalucía;Ambas jornadas;Horas efectivas;2003T2;139,7
01 Andalucía;Ambas jornadas;Horas efectivas;2003T1;142,7
01 Andalucía;Ambas jornadas;Horas efectivas;2002T4;138,8
01 Andalucía;Ambas jornadas;Horas efectivas;2002T3;132,4
01 Andalucía;Ambas jornadas;Horas efectivas;2002T2;145
01 Andalucía;Ambas jornadas;Horas efectivas;2002T1;140,2
01 Andalucía;Ambas jornadas;Horas efectivas;2001T4;139,4
01 Andalucía;Ambas jornadas;Horas efectivas;2001T3;133,2
01 Andalucía;Ambas jornadas;Horas efectivas;2001T2;141,9
01 Andalucía;Ambas jornadas;Horas efectivas;2001T1;145,8
01 Andalucía;Ambas jornadas;Horas efectivas;2000T4;140,7
01 Andalucía;Ambas jornadas;Horas efectivas;2000T3;134,9
01 Andalucía;Ambas jornadas;Horas efectivas;2000T2;141,6
01 Andalucía;Ambas jornadas;Horas efectivas;2000T1;145,2
01 Andalucía;Ambas jornadas;Horas no trabajadas;2007T4;22,5
01 Andalucía;Ambas jornadas;Horas no trabajadas;2007T3;27,1
01 Andalucía;Ambas jornadas;Horas no trabajadas;2007T2;16,5
01 Andalucía;Ambas jornadas;Horas no trabajadas;2007T1;14,6
01 Andalucía;Ambas jornadas;Horas no trabajadas;2006T4;22,2
01 Andalucía;Ambas jornadas;Horas no trabajadas;2006T3;26,4
01 Andalucía;Ambas jornadas;Horas no trabajadas;2006T2;16,6
01 Andalucía;Ambas jornadas;Horas no trabajadas;2006T1;15,7
01 Andalucía;Ambas jornadas;Horas no trabajadas;2005T4;20,1
01 Andalucía;Ambas jornadas;Horas no trabajadas;2005T3;24,4
01 Andalucía;Ambas jornadas;Horas no trabajadas;2005T2;12,3
01 Andalucía;Ambas jornadas;Horas no trabajadas;2005T1;18,3
01 Andalucía;Ambas jornadas;Horas no trabajadas;2004T4;20,3
01 Andalucía;Ambas jornadas;Horas no trabajadas;2004T3;25,1
01 Andalucía;Ambas jornadas;Horas no trabajadas;2004T2;14,6
01 Andalucía;Ambas jornadas;Horas no trabajadas;2004T1;13,6
01 Andalucía;Ambas jornadas;Horas no trabajadas;2003T4;17,4
01 Andalucía;Ambas jornadas;Horas no trabajadas;2003T3;25,6
01 Andalucía;Ambas jornadas;Horas no trabajadas;2003T2;15,7
01 Andalucía;Ambas jornadas;Horas no trabajadas;2003T1;14,1
01 Andalucía;Ambas jornadas;Horas no trabajadas;2002T4;18,1
01 Andalucía;Ambas jornadas;Horas no trabajadas;2002T3;24,7
01 Andalucía;Ambas jornadas;Horas no trabajadas;2002T2;11,4
01 Andalucía;Ambas jornadas;Horas no trabajadas;2002T1;16,9
01 Andalucía;Ambas jornadas;Horas no trabajadas;2001T4;18,3
01 Andalucía;Ambas jornadas;Horas no trabajadas;2001T3;24,3
01 Andalucía;Ambas jornadas;Horas no trabajadas;2001T2;14,7
01 Andalucía;Ambas jornadas;Horas no trabajadas;2001T1;11,5
01 Andalucía;Ambas jornadas;Horas no trabajadas;2000T4;16,5
01 Andalucía;Ambas jornadas;Horas no trabajadas;2000T3;22,9
01 Andalucía;Ambas jornadas;Horas no trabajadas;2000T2;14,5
01 Andalucía;Ambas jornadas;Horas no trabajadas;2000T1;11,6
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2007T4;0,5
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2007T3;0,6
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2007T2;0,5
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2007T1;0,5
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2006T4;0,5
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2006T3;0,5
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2006T2;0,5
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2006T1;0,4
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2005T4;0,4
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2005T3;0,5
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2005T2;0,4
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2005T1;0,4
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2004T4;0,5
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2004T3;0,7
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2004T2;0,5
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2004T1;0,4
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2003T4;0,5
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2003T3;0,5
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2003T2;0,4
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2003T1;0,6
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2002T4;0,5
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2002T3;0,5
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2002T2;0,5
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2002T1;0,5
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2001T4;0,5
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2001T3;0,4
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2001T2;0,4
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2001T1;0,4
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2000T4;0,4
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2000T3;0,4
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2000T2;0,4
01 Andalucía;Ambas jornadas;Horas extras por trabajador;2000T1;0,4
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2007T4;165,8
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2007T3;166,1
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2007T2;166
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2007T1;166,4
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2006T4;166,4
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2006T3;166,8
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2006T2;166,6
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2006T1;166,7
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2005T4;167,8
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2005T3;167,9
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2005T2;167,6
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2005T1;167,7
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2004T4;167,9
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2004T3;168
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2004T2;167,4
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2004T1;167,5
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2003T4;167,9
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2003T3;167,9
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2003T2;167,5
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2003T1;167,4
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2002T4;167,3
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2002T3;167,7
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2002T2;167,3
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2002T1;167,6
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2001T4;167,6
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2001T3;167,7
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2001T2;167,6
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2001T1;167,6
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2000T4;168
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2000T3;168,6
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2000T2;167,8
01 Andalucía;Jornada a tiempo completo;Horas pactadas;2000T1;168,2
01 Andalucía;Jornada a tiempo completo;Horas pagadas;2007T4;166,4
01 Andalucía;Jornada a tiempo completo;Horas pagadas;2007T3;166,6
01 Andalucía;Jornada a tiempo completo;Horas pagadas;2007T2;166,1
01 Andalucía;Jornada a tiempo completo;Horas pagadas;2007T1;166,9
01 Andalucía;Jornada a tiempo completo;Horas pagadas;2006T4;166,9
01 Andalucía;Jornada a tiempo completo;Horas pagadas;2006T3;167,2
01 Andalucía;Jornada a tiempo completo;Horas pagadas;2006T2;167,1
01 Andalucía;Jornada a tiempo completo;Horas pagadas;2006T1;167,1
01 Andalucía;Jornada a tiempo completo;Horas pagadas;2005T4;168,2
01 Andalucía;Jornada a tiempo completo;Horas pagadas;2005T3;168,3
01 Andalucía;Jornada a tiempo completo;Horas pagadas;2005T2;168
