CCAA;Tipo de jornada;Tiempo de trabajo;Periodo;Total
Total Nacional;Ambas jornadas;Horas pactadas;2007T4;156,4
Total Nacional;Ambas jornadas;Horas pactadas;2007T3;157,8
Total Nacional;Ambas jornadas;Horas pactadas;2007T2;156,6
Total Nacional;Ambas jornadas;Horas pactadas;2007T1;156,5
Total Nacional;Ambas jornadas;Horas pactadas;2006T4;156,6
Total Nacional;Ambas jornadas;Horas pactadas;2006T3;157,9
Total Nacional;Ambas jornadas;Horas pactadas;2006T2;157,1
Total Nacional;Ambas jornadas;Horas pactadas;2006T1;156,9
Total Nacional;Ambas jornadas;Horas pactadas;2005T4;157,2
Total Nacional;Ambas jornadas;Horas pactadas;2005T3;158,5
Total Nacional;Ambas jornadas;Horas pactadas;2005T2;157,6
Total Nacional;Ambas jornadas;Horas pactadas;2005T1;157,3
Total Nacional;Ambas jornadas;Horas pactadas;2004T4;157,9
Total Nacional;Ambas jornadas;Horas pactadas;2004T3;159,2
Total Nacional;Ambas jornadas;Horas pactadas;2004T2;157,8
Total Nacional;Ambas jornadas;Horas pactadas;2004T1;157,8
Total Nacional;Ambas jornadas;Horas pactadas;2003T4;158,4
Total Nacional;Ambas jornadas;Horas pactadas;2003T3;159,8
Total Nacional;Ambas jornadas;Horas pactadas;2003T2;158,7
Total Nacional;Ambas jornadas;Horas pactadas;2003T1;159
Total Nacional;Ambas jornadas;Horas pactadas;2002T4;159,4
Total Nacional;Ambas jornadas;Horas pactadas;2002T3;160,1
Total Nacional;Ambas jornadas;Horas pactadas;2002T2;159,5
Total Nacional;Ambas jornadas;Horas pactadas;2002T1;159,6
Total Nacional;Ambas jornadas;Horas pactadas;2001T4;159,7
Total Nacional;Ambas jornadas;Horas pactadas;2001T3;160,3
Total Nacional;Ambas jornadas;Horas pactadas;2001T2;159,6
Total Nacional;Ambas jornadas;Horas pactadas;2001T1;159,6
Total Nacional;Ambas jornadas;Horas pactadas;2000T4;159,8
Total Nacional;Ambas jornadas;Horas pactadas;2000T3;160,5
Total Nacional;Ambas jornadas;Horas pactadas;2000T2;159,6
Total Nacional;Ambas jornadas;Horas pactadas;2000T1;159,4
Total Nacional;Ambas jornadas;Horas pagadas;2007T4;157,1
Total Nacional;Ambas jornadas;Horas pagadas;2007T3;158,4
Total Nacional;Ambas jornadas;Horas pagadas;2007T2;157,1
Total Nacional;Ambas jornadas;Horas pagadas;2007T1;157,2
Total Nacional;Ambas jornadas;Horas pagadas;2006T4;157,3
Total Nacional;Ambas jornadas;Horas pagadas;2006T3;158,6
Total Nacional;Ambas jornadas;Horas pagadas;2006T2;157,7
Total Nacional;Ambas jornadas;Horas pagadas;2006T1;157,5
Total Nacional;Ambas jornadas;Horas pagadas;2005T4;157,9
Total Nacional;Ambas jornadas;Horas pagadas;2005T3;159,2
Total Nacional;Ambas jornadas;Horas pagadas;2005T2;158,3
Total Nacional;Ambas jornadas;Horas pagadas;2005T1;158
Total Nacional;Ambas jornadas;Horas pagadas;2004T4;158,5
Total Nacional;Ambas jornadas;Horas pagadas;2004T3;159,9
Total Nacional;Ambas jornadas;Horas pagadas;2004T2;158,4
Total Nacional;Ambas jornadas;Horas pagadas;2004T1;158,4
Total Nacional;Ambas jornadas;Horas pagadas;2003T4;159,1
Total Nacional;Ambas jornadas;Horas pagadas;2003T3;160,5
Total Nacional;Ambas jornadas;Horas pagadas;2003T2;159,3
Total Nacional;Ambas jornadas;Horas pagadas;2003T1;159,6
Total Nacional;Ambas jornadas;Horas pagadas;2002T4;160,1
Total Nacional;Ambas jornadas;Horas pagadas;2002T3;160,8
Total Nacional;Ambas jornadas;Horas pagadas;2002T2;159,8
Total Nacional;Ambas jornadas;Horas pagadas;2002T1;160,3
Total Nacional;Ambas jornadas;Horas pagadas;2001T4;160,4
Total Nacional;Ambas jornadas;Horas pagadas;2001T3;160,9
Total Nacional;Ambas jornadas;Horas pagadas;2001T2;160,1
Total Nacional;Ambas jornadas;Horas pagadas;2001T1;160,1
Total Nacional;Ambas jornadas;Horas pagadas;2000T4;160,5
Total Nacional;Ambas jornadas;Horas pagadas;2000T3;161,2
Total Nacional;Ambas jornadas;Horas pagadas;2000T2;160,2
Total Nacional;Ambas jornadas;Horas pagadas;2000T1;159,9
Total Nacional;Ambas jornadas;Horas efectivas;2007T4;133,3
Total Nacional;Ambas jornadas;Horas efectivas;2007T3;126
Total Nacional;Ambas jornadas;Horas efectivas;2007T2;138,1
Total Nacional;Ambas jornadas;Horas efectivas;2007T1;142,9
Total Nacional;Ambas jornadas;Horas efectivas;2006T4;133,7
Total Nacional;Ambas jornadas;Horas efectivas;2006T3;127,2
Total Nacional;Ambas jornadas;Horas efectivas;2006T2;138,6
Total Nacional;Ambas jornadas;Horas efectivas;2006T1;143,3
Total Nacional;Ambas jornadas;Horas efectivas;2005T4;135,8
Total Nacional;Ambas jornadas;Horas efectivas;2005T3;128
Total Nacional;Ambas jornadas;Horas efectivas;2005T2;144,2
Total Nacional;Ambas jornadas;Horas efectivas;2005T1;139,2
Total Nacional;Ambas jornadas;Horas efectivas;2004T4;136,1
Total Nacional;Ambas jornadas;Horas efectivas;2004T3;129,4
Total Nacional;Ambas jornadas;Horas efectivas;2004T2;141,5
Total Nacional;Ambas jornadas;Horas efectivas;2004T1;143,7
Total Nacional;Ambas jornadas;Horas efectivas;2003T4;140,5
Total Nacional;Ambas jornadas;Horas efectivas;2003T3;129,3
Total Nacional;Ambas jornadas;Horas efectivas;2003T2;140,9
Total Nacional;Ambas jornadas;Horas efectivas;2003T1;145,1
Total Nacional;Ambas jornadas;Horas efectivas;2002T4;139,9
Total Nacional;Ambas jornadas;Horas efectivas;2002T3;129,2
Total Nacional;Ambas jornadas;Horas efectivas;2002T2;146
Total Nacional;Ambas jornadas;Horas efectivas;2002T1;143
Total Nacional;Ambas jornadas;Horas efectivas;2001T4;139,4
Total Nacional;Ambas jornadas;Horas efectivas;2001T3;129
Total Nacional;Ambas jornadas;Horas efectivas;2001T2;142,7
Total Nacional;Ambas jornadas;Horas efectivas;2001T1;148,6
Total Nacional;Ambas jornadas;Horas efectivas;2000T4;140,4
Total Nacional;Ambas jornadas;Horas efectivas;2000T3;129,2
Total Nacional;Ambas jornadas;Horas efectivas;2000T2;143,4
Total Nacional;Ambas jornadas;Horas efectivas;2000T1;148,4
Total Nacional;Ambas jornadas;Horas no trabajadas;2007T4;23,9
Total Nacional;Ambas jornadas;Horas no trabajadas;2007T3;32,6
Total Nacional;Ambas jornadas;Horas no trabajadas;2007T2;19,3
Total Nacional;Ambas jornadas;Horas no trabajadas;2007T1;14,5
Total Nacional;Ambas jornadas;Horas no trabajadas;2006T4;23,8
Total Nacional;Ambas jornadas;Horas no trabajadas;2006T3;31,6
Total Nacional;Ambas jornadas;Horas no trabajadas;2006T2;19,2
Total Nacional;Ambas jornadas;Horas no trabajadas;2006T1;14,3
Total Nacional;Ambas jornadas;Horas no trabajadas;2005T4;22,3
Total Nacional;Ambas jornadas;Horas no trabajadas;2005T3;31,3
Total Nacional;Ambas jornadas;Horas no trabajadas;2005T2;14,2
Total Nacional;Ambas jornadas;Horas no trabajadas;2005T1;19
Total Nacional;Ambas jornadas;Horas no trabajadas;2004T4;22,6
Total Nacional;Ambas jornadas;Horas no trabajadas;2004T3;30,7
Total Nacional;Ambas jornadas;Horas no trabajadas;2004T2;17,1
Total Nacional;Ambas jornadas;Horas no trabajadas;2004T1;14,9
Total Nacional;Ambas jornadas;Horas no trabajadas;2003T4;18,8
Total Nacional;Ambas jornadas;Horas no trabajadas;2003T3;31,4
Total Nacional;Ambas jornadas;Horas no trabajadas;2003T2;18,7
Total Nacional;Ambas jornadas;Horas no trabajadas;2003T1;14,7
Total Nacional;Ambas jornadas;Horas no trabajadas;2002T4;20,4
Total Nacional;Ambas jornadas;Horas no trabajadas;2002T3;31,8
Total Nacional;Ambas jornadas;Horas no trabajadas;2002T2;14,3
Total Nacional;Ambas jornadas;Horas no trabajadas;2002T1;17,5
Total Nacional;Ambas jornadas;Horas no trabajadas;2001T4;21,1
Total Nacional;Ambas jornadas;Horas no trabajadas;2001T3;32,1
Total Nacional;Ambas jornadas;Horas no trabajadas;2001T2;17,5
Total Nacional;Ambas jornadas;Horas no trabajadas;2001T1;11,8
Total Nacional;Ambas jornadas;Horas no trabajadas;2000T4;20,3
Total Nacional;Ambas jornadas;Horas no trabajadas;2000T3;32,1
Total Nacional;Ambas jornadas;Horas no trabajadas;2000T2;17
Total Nacional;Ambas jornadas;Horas no trabajadas;2000T1;11,8
Total Nacional;Ambas jornadas;Horas extras por trabajador;2007T4;0,8
Total Nacional;Ambas jornadas;Horas extras por trabajador;2007T3;0,8
Total Nacional;Ambas jornadas;Horas extras por trabajador;2007T2;0,8
Total Nacional;Ambas jornadas;Horas extras por trabajador;2007T1;0,8
Total Nacional;Ambas jornadas;Horas extras por trabajador;2006T4;0,9
Total Nacional;Ambas jornadas;Horas extras por trabajador;2006T3;0,8
Total Nacional;Ambas jornadas;Horas extras por trabajador;2006T2;0,8
Total Nacional;Ambas jornadas;Horas extras por trabajador;2006T1;0,7
Total Nacional;Ambas jornadas;Horas extras por trabajador;2005T4;0,9
Total Nacional;Ambas jornadas;Horas extras por trabajador;2005T3;0,8
Total Nacional;Ambas jornadas;Horas extras por trabajador;2005T2;0,8
Total Nacional;Ambas jornadas;Horas extras por trabajador;2005T1;0,8
Total Nacional;Ambas jornadas;Horas extras por trabajador;2004T4;0,8
Total Nacional;Ambas jornadas;Horas extras por trabajador;2004T3;0,8
Total Nacional;Ambas jornadas;Horas extras por trabajador;2004T2;0,7
Total Nacional;Ambas jornadas;Horas extras por trabajador;2004T1;0,7
Total Nacional;Ambas jornadas;Horas extras por trabajador;2003T4;0,8
Total Nacional;Ambas jornadas;Horas extras por trabajador;2003T3;0,8
Total Nacional;Ambas jornadas;Horas extras por trabajador;2003T2;0,7
Total Nacional;Ambas jornadas;Horas extras por trabajador;2003T1;0,8
Total Nacional;Ambas jornadas;Horas extras por trabajador;2002T4;0,8
Total Nacional;Ambas jornadas;Horas extras por trabajador;2002T3;0,8
Total Nacional;Ambas jornadas;Horas extras por trabajador;2002T2;0,8
Total Nacional;Ambas jornadas;Horas extras por trabajador;2002T1;0,7
Total Nacional;Ambas jornadas;Horas extras por trabajador;2001T4;0,7
Total Nacional;Ambas jornadas;Horas extras por trabajador;2001T3;0,7
Total Nacional;Ambas jornadas;Horas extras por trabajador;2001T2;0,7
Total Nacional;Ambas jornadas;Horas extras por trabajador;2001T1;0,7
Total Nacional;Ambas jornadas;Horas extras por trabajador;2000T4;0,8
Total Nacional;Ambas jornadas;Horas extras por trabajador;2000T3;0,7
Total Nacional;Ambas jornadas;Horas extras por trabajador;2000T2;0,7
Total Nacional;Ambas jornadas;Horas extras por trabajador;2000T1;0,7
Total Nacional;Jornada a tiempo completo;Horas pactadas;2007T4;168,4
Total Nacional;Jornada a tiempo completo;Horas pactadas;2007T3;168,7
Total Nacional;Jornada a tiempo completo;Horas pactadas;2007T2;168,7
Total Nacional;Jornada a tiempo completo;Horas pactadas;2007T1;168,7
Total Nacional;Jornada a tiempo completo;Horas pactadas;2006T4;168,6
Total Nacional;Jornada a tiempo completo;Horas pactadas;2006T3;168,9
Total Nacional;Jornada a tiempo completo;Horas pactadas;2006T2;168,9
Total Nacional;Jornada a tiempo completo;Horas pactadas;2006T1;168,9
Total Nacional;Jornada a tiempo completo;Horas pactadas;2005T4;169,7
Total Nacional;Jornada a tiempo completo;Horas pactadas;2005T3;169,9
Total Nacional;Jornada a tiempo completo;Horas pactadas;2005T2;169,9
Total Nacional;Jornada a tiempo completo;Horas pactadas;2005T1;169,8
Total Nacional;Jornada a tiempo completo;Horas pactadas;2004T4;169,8
Total Nacional;Jornada a tiempo completo;Horas pactadas;2004T3;170,2
Total Nacional;Jornada a tiempo completo;Horas pactadas;2004T2;169,9
Total Nacional;Jornada a tiempo completo;Horas pactadas;2004T1;169,8
Total Nacional;Jornada a tiempo completo;Horas pactadas;2003T4;169,8
Total Nacional;Jornada a tiempo completo;Horas pactadas;2003T3;170,1
Total Nacional;Jornada a tiempo completo;Horas pactadas;2003T2;169,9
Total Nacional;Jornada a tiempo completo;Horas pactadas;2003T1;169,7
Total Nacional;Jornada a tiempo completo;Horas pactadas;2002T4;169,8
Total Nacional;Jornada a tiempo completo;Horas pactadas;2002T3;170
Total Nacional;Jornada a tiempo completo;Horas pactadas;2002T2;169,9
Total Nacional;Jornada a tiempo completo;Horas pactadas;2002T1;169,9
Total Nacional;Jornada a tiempo completo;Horas pactadas;2001T4;170
Total Nacional;Jornada a tiempo completo;Horas pactadas;2001T3;170,1
Total Nacional;Jornada a tiempo completo;Horas pactadas;2001T2;170,1
Total Nacional;Jornada a tiempo completo;Horas pactadas;2001T1;169,9
Total Nacional;Jornada a tiempo completo;Horas pactadas;2000T4;170,4
Total Nacional;Jornada a tiempo completo;Horas pactadas;2000T3;170,7
Total Nacional;Jornada a tiempo completo;Horas pactadas;2000T2;170,4
Total Nacional;Jornada a tiempo completo;Horas pactadas;2000T1;170,4
Total Nacional;Jornada a tiempo completo;Horas pagadas;2007T4;169,1
Total Nacional;Jornada a tiempo completo;Horas pagadas;2007T3;169,4
Total Nacional;Jornada a tiempo completo;Horas pagadas;2007T2;169,4
Total Nacional;Jornada a tiempo completo;Horas pagadas;2007T1;169,5
Total Nacional;Jornada a tiempo completo;Horas pagadas;2006T4;169,5
Total Nacional;Jornada a tiempo completo;Horas pagadas;2006T3;169,7
Total Nacional;Jornada a tiempo completo;Horas pagadas;2006T2;169,6
Total Nacional;Jornada a tiempo completo;Horas pagadas;2006T1;169,5
Total Nacional;Jornada a tiempo completo;Horas pagadas;2005T4;170,5
Total Nacional;Jornada a tiempo completo;Horas pagadas;2005T3;170,7
Total Nacional;Jornada a tiempo completo;Horas pagadas;2005T2;170,6
Total Nacional;Jornada a tiempo completo;Horas pagadas;2005T1;170,5
Total Nacional;Jornada a tiempo completo;Horas pagadas;2004T4;170,6
Total Nacional;Jornada a tiempo completo;Horas pagadas;2004T3;170,9
Total Nacional;Jornada a tiempo completo;Horas pagadas;2004T2;170,6
Total Nacional;Jornada a tiempo completo;Horas pagadas;2004T1;170,5
Total Nacional;Jornada a tiempo completo;Horas pagadas;2003T4;170,5
Total Nacional;Jornada a tiempo completo;Horas pagadas;2003T3;170,9
Total Nacional;Jornada a tiempo completo;Horas pagadas;2003T2;170,6
Total Nacional;Jornada a tiempo completo;Horas pagadas;2003T1;170,4
Total Nacional;Jornada a tiempo completo;Horas pagadas;2002T4;170,5
Total Nacional;Jornada a tiempo completo;Horas pagadas;2002T3;170,7
Total Nacional;Jornada a tiempo completo;Horas pagadas;2002T2;170,3
Total Nacional;Jornada a tiempo completo;Horas pagadas;2002T1;170,6
Total Nacional;Jornada a tiempo completo;Horas pagadas;2001T4;170,7
Total Nacional;Jornada a tiempo completo;Horas pagadas;2001T3;170,8
Total Nacional;Jornada a tiempo completo;Horas pagadas;2001T2;170,8
Total Nacional;Jornada a tiempo completo;Horas pagadas;2001T1;170,5
Total Nacional;Jornada a tiempo completo;Horas pagadas;2000T4;171,2
Total Nacional;Jornada a tiempo completo;Horas pagadas;2000T3;171,4
Total Nacional;Jornada a tiempo completo;Horas pagadas;2000T2;171,1
Total Nacional;Jornada a tiempo completo;Horas pagadas;2000T1;171
Total Nacional;Jornada a tiempo completo;Horas efectivas;2007T4;143,4
Total Nacional;Jornada a tiempo completo;Horas efectivas;2007T3;134,3
Total Nacional;Jornada a tiempo completo;Horas efectivas;2007T2;148,7
Total Nacional;Jornada a tiempo completo;Horas efectivas;2007T1;153,9
Total Nacional;Jornada a tiempo completo;Horas efectivas;2006T4;143,8
Total Nacional;Jornada a tiempo completo;Horas efectivas;2006T3;135,7
Total Nacional;Jornada a tiempo completo;Horas efectivas;2006T2;149
Total Nacional;Jornada a tiempo completo;Horas efectivas;2006T1;154,2
Total Nacional;Jornada a tiempo completo;Horas efectivas;2005T4;146,4
Total Nacional;Jornada a tiempo completo;Horas efectivas;2005T3;136,8
Total Nacional;Jornada a tiempo completo;Horas efectivas;2005T2;155,4
Total Nacional;Jornada a tiempo completo;Horas efectivas;2005T1;150,1
Total Nacional;Jornada a tiempo completo;Horas efectivas;2004T4;146,3
Total Nacional;Jornada a tiempo completo;Horas efectivas;2004T3;137,9
Total Nacional;Jornada a tiempo completo;Horas efectivas;2004T2;152,3
Total Nacional;Jornada a tiempo completo;Horas efectivas;2004T1;154,6
Total Nacional;Jornada a tiempo completo;Horas efectivas;2003T4;150,4
Total Nacional;Jornada a tiempo completo;Horas efectivas;2003T3;137,3
Total Nacional;Jornada a tiempo completo;Horas efectivas;2003T2;150,7
Total Nacional;Jornada a tiempo completo;Horas efectivas;2003T1;154,8
Total Nacional;Jornada a tiempo completo;Horas efectivas;2002T4;148,9
Total Nacional;Jornada a tiempo completo;Horas efectivas;2002T3;136,8
Total Nacional;Jornada a tiempo completo;Horas efectivas;2002T2;155,4
Total Nacional;Jornada a tiempo completo;Horas efectivas;2002T1;152,1
Total Nacional;Jornada a tiempo completo;Horas efectivas;2001T4;148,3
Total Nacional;Jornada a tiempo completo;Horas efectivas;2001T3;136,5
Total Nacional;Jornada a tiempo completo;Horas efectivas;2001T2;152,1
Total Nacional;Jornada a tiempo completo;Horas efectivas;2001T1;158,2
Total Nacional;Jornada a tiempo completo;Horas efectivas;2000T4;149,6
Total Nacional;Jornada a tiempo completo;Horas efectivas;2000T3;137,2
Total Nacional;Jornada a tiempo completo;Horas efectivas;2000T2;153
Total Nacional;Jornada a tiempo completo;Horas efectivas;2000T1;158,6
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2007T4;25,9
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2007T3;35,2
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2007T2;20,9
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2007T1;15,7
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2006T4;25,8
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2006T3;34,2
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2006T2;20,8
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2006T1;15,5
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2005T4;24,3
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2005T3;34,1
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2005T2;15,4
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2005T1;20,6
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2004T4;24,5
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2004T3;33,3
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2004T2;18,5
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2004T1;16,1
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2003T4;20,3
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2003T3;33,7
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2003T2;20,1
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2003T1;15,8
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2002T4;21,8
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2002T3;34,1
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2002T2;15,4
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2002T1;18,7
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2001T4;22,6
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2001T3;34,5
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2001T2;18,8
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2001T1;12,6
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2000T4;21,8
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2000T3;34,4
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2000T2;18,4
Total Nacional;Jornada a tiempo completo;Horas no trabajadas;2000T1;12,8
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2007T4;0,9
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2007T3;0,9
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2007T2;0,9
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2007T1;0,9
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2006T4;1
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2006T3;0,9
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2006T2;0,9
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2006T1;0,8
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2005T4;0,9
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2005T3;0,9
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2005T2;0,9
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2005T1;0,8
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2004T4;0,9
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2004T3;0,9
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2004T2;0,8
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2004T1;0,8
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2003T4;0,9
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2003T3;0,9
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2003T2;0,8
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2003T1;0,8
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2002T4;0,9
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2002T3;0,9
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2002T2;0,8
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2002T1;0,8
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2001T4;0,8
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2001T3;0,8
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2001T2;0,8
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2001T1;0,8
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2000T4;0,9
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2000T3;0,8
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2000T2;0,8
Total Nacional;Jornada a tiempo completo;Horas extras por trabajador;2000T1;0,8
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2007T4;88,4
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2007T3;91,4
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2007T2;87,6
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2007T1;85,9
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2006T4;85,5
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2006T3;89,2
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2006T2;86,5
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2006T1;84,3
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2005T4;85,4
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2005T3;88,5
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2005T2;84
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2005T1;82,1
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2004T4;83,1
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2004T3;85,9
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2004T2;81,9
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2004T1;81
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2003T4;82,8
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2003T3;85,9
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2003T2;82
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2003T1;82,8
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2002T4;84,9
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2002T3;87
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2002T2;85,2
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2002T1;84,8
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2001T4;83,6
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2001T3;85
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2001T2;82,8
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2001T1;82,5
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2000T4;82,2
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2000T3;83,2
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2000T2;81,6
Total Nacional;Jornada a tiempo parcial;Horas pactadas;2000T1;80,8
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2007T4;88,6
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2007T3;91,6
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2007T2;87,8
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2007T1;86,2
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2006T4;85,7
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2006T3;89,4
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2006T2;86,7
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2006T1;84,5
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2005T4;85,7
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2005T3;88,6
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2005T2;84,2
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2005T1;82,3
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2004T4;83,3
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2004T3;86
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2004T2;82
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2004T1;81,1
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2003T4;83
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2003T3;86
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2003T2;82,1
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2003T1;83
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2002T4;85,2
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2002T3;87,1
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2002T2;85,2
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2002T1;85
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2001T4;83,7
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2001T3;85,1
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2001T2;82,9
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2001T1;82,6
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2000T4;82,3
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2000T3;83,3
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2000T2;81,6
Total Nacional;Jornada a tiempo parcial;Horas pagadas;2000T1;80,8
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2007T4;76,1
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2007T3;75
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2007T2;78
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2007T1;78,8
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2006T4;73,7
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2006T3;74,5
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2006T2;77
Total Nacional;Jornada a tiempo parcial;Horas efectivas;2006T1;77,4
